Parth_Priority,Claude_Priority,Location_Tier,Priority_Score,Action,Difficulty_Tier,Company,Role,Location,Competitiveness_Score,Resume_Match_Score,Cold_Email_Score,Recency_Score,Apply_Link,Date_Posted
54.5,59.0,1,47,Apply Soon,3,Prolaio,Data Analyst Intern,"Chicago, IL",6,7,4,2,"=HYPERLINK(""https://job-boards.greenhouse.io/prolaio/jobs/5113313008?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-10
54.5,59.0,1,47,Apply Soon,3,Conner Strong & Buckelew,IT AI Solutions Intern,"Philadelphia, PA",6,7,4,2,"=HYPERLINK(""https://job-boards.greenhouse.io/connerstrongbuckelew/jobs/4118839009?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
54.5,59.0,1,41,Low Priority,3,Samsung,Data Analyst & System Support Internship,"Plano, TX",8,7,4,2,"=HYPERLINK(""https://sec.wd3.myworkdayjobs.com/Samsung_Careers/job/6555-Excellence-Way-Plano-TX-USA/Data-Analyst---System-Support-Internship_R114056?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
54.0,50.5,1,36,Low Priority,3,Werfen,Intern – Hardware Engineering,"San Diego, CA",8,4,3,4,"=HYPERLINK(""https://careers-werfen.icims.com/jobs/9951/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
54.0,50.5,1,36,Low Priority,3,Amp Robotics,Hardware Intern,"Lafayette, CO",8,4,3,4,"=HYPERLINK(""https://job-boards.greenhouse.io/ampsortation/jobs/7627491003?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-17
53.5,57.5,3,52,Apply Soon,3,Brex,"Software Engineer, Intern",United States,8,7,6,5,"=HYPERLINK(""https://www.brex.com/careers/8434389002?gh_jid=8434389002"",""Apply"")",
53.5,57.5,3,52,Apply Soon,3,Criteo,Software Development Engineer Intern,"Ann Arbor, MI",8,7,6,5,"=HYPERLINK(""https://criteo.wd3.myworkdayjobs.com/Criteo_Career_Site/job/Ann-Arbor/Software-Development-Engineer-Intern_r20252?utm_source=Simplify&ref=Simplify"",""Apply"")",
53.5,57.5,3,64,Apply Soon,3,Garda Capital Partners,Software Engineer Intern - Python,"Wayzata, MN",4,7,6,5,"=HYPERLINK(""https://job-boards.greenhouse.io/gardacp/jobs/4174194004?utm_source=Simplify&ref=Simplify"",""Apply"")",
53.5,57.5,3,52,Apply Soon,3,Parsons,Software Development Intern - Summer 2026,"Westminster, CO",8,7,6,5,"=HYPERLINK(""https://parsons.wd5.myworkdayjobs.com/en-US/search/job/US---CO-Westminster/Software-Development-Intern---Summer-2026_R176219-2?utm_source=Simplify&ref=Simplify"",""Apply"")",
53.5,57.5,3,52,Apply Soon,3,LMI,Space Systems Software Development Intern - Summer 2026,"Colorado Springs, CO",8,7,6,5,"=HYPERLINK(""https://careers-lmi.icims.com/jobs/13506/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",
53.5,57.5,3,52,Apply Soon,3,ABB,AI Developer for Supply Chain Optimization & Data Analytics Intern,"Morrisville, NC | Memphis, TN",8,7,6,5,"=HYPERLINK(""https://abb.wd3.myworkdayjobs.com/external_career_page/job/USA-NC-Cary/AI-Developer-for-Supply-Chain-Optimization---Data-Analytics-Intern--Summer-2026_JR00020645?utm_source=Simplify&ref=Simplify"",""Apply"")",
53.5,57.5,3,52,Apply Soon,3,PennState University,AI/ML Research and Development Intern,"State College, PA | Reston, VA",8,7,6,5,"=HYPERLINK(""https://psu.wd1.myworkdayjobs.com/PSU_Staff/job/Penn-State-University-Park/AI-ML-Research-and-Development-Intern_REQ_0000075248-1?utm_source=Simplify&ref=Simplify"",""Apply"")",
53.5,57.5,3,52,Apply Soon,3,HNTB,Data & AI Intern - No/Low-Code + GenAI,"Kansas City, MO",8,7,6,5,"=HYPERLINK(""https://hntb.wd5.myworkdayjobs.com/hntb_careers/job/Kansas-City-MO/Data---AI-Intern--No-Low-Code---GenAI----Summer-2026_R-28913?utm_source=Simplify&ref=Simplify"",""Apply"")",
53.5,57.5,3,52,Apply Soon,3,Upstart,Data Science Intern - Data Science,United States,8,7,6,5,"=HYPERLINK(""https://careers.upstart.com/jobs?gh_jid=7338780&utm_source=Simplify&ref=Simplify"",""Apply"")",
53.5,57.5,3,52,Apply Soon,3,Rugged Robotics,Robotic Software Intern/Co-op,"Houston, TX",8,7,6,5,"=HYPERLINK(""https://job-boards.greenhouse.io/ruggedrobotics/jobs/4655015005?utm_source=Simplify&ref=Simplify"",""Apply"")",
53.0,53.0,3,48,Apply Soon,3,ABB,Data Analyst Intern,"Houston, TX",8,6,4,6,"=HYPERLINK(""https://abb.wd3.myworkdayjobs.com/external_career_page/job/Houston-Texas-United-States-of-America/Data-Analyst-Intern---Summer-2026_JR00025324?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
53.0,53.0,3,48,Apply Soon,3,7-Eleven,Fuel Pricing Data Scientist Intern,"Irving, TX",8,6,4,6,"=HYPERLINK(""https://my7elevenhr.wd12.myworkdayjobs.com/Careers/job/SSC-Irving-TX/Fuels-Pricing-Intern_R25_0000008735?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-21
53.0,60.5,3,60,Apply Soon,3,CFD Research Corporation,Intern – Machine Learning for Computer Vision,"Huntsville, AL",6,8,7,4,"=HYPERLINK(""https://www.cfd-research.com/jobs?gh_jid=4135875009&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
53.0,53.0,3,48,Apply Soon,3,The Walt Disney Company,WDI Show Control Software Intern - Florida - Summer/Fall 2026,"Celebration, FL",8,6,4,6,"=HYPERLINK(""https://disney.wd5.myworkdayjobs.com/disneycareerdc/job/Lake-Buena-Vista-FL-USA/WDI-Show-Control-Software-Intern--Florida---Summer-Fall-2026_10143303-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
53.0,53.0,3,48,Apply Soon,3,Viavi Solutions,Hardware Engineering Intern/Co-op,"Germantown, MD",8,6,4,6,"=HYPERLINK(""https://viavisolutions.wd1.myworkdayjobs.com/careers/job/Germantown-MD-USA/Hardware-Engineering-Co-Op_260004326-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
52.5,56.0,4,54,Apply Soon,3,Akamai Technologies,Intern Software Engineer - Cloud Technology Architecture,Remote in USA,8,7,6,6,"=HYPERLINK(""https://fa-extu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/2536?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
52.5,56.0,4,54,Apply Soon,3,Transcarent,Machine Learning Engineer Intern,Remote in USA,8,7,6,6,"=HYPERLINK(""https://boards.greenhouse.io/transcarent/jobs/5806321004?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-25
52.5,54.0,2,43,Low Priority,3,NXP Semiconductors,Data Science Intern,"Austin, TX",8,6,4,4,"=HYPERLINK(""https://nxp.wd3.myworkdayjobs.com/en-US/careers/job/Austin-Oakhill-Office/Data-Science-Intern_R-10061817?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
52.0,55.0,1,38,Low Priority,3,ByteDance,Software Engineer Project Intern - Security Engineering,"San Jose, CA",8,6,4,2,"=HYPERLINK(""https://jobs.bytedance.com/en/position/7600176309125466373/detail?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
52.0,55.0,1,38,Low Priority,3,Samsung,Data Analyst Intern,"Orange, CA",8,6,4,2,"=HYPERLINK(""https://sec.wd3.myworkdayjobs.com/Samsung_Careers/job/3-MacArthur-Place-Santa-Ana-CA-USA/Data-Analyst-Intern_R114051?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
51.5,54.5,3,48,Apply Soon,1,Howmet Aerospace,Intern – Manufacturing Data Analyst - Whitehall - MI,"Muskegon, MI",8,7,4,5,"=HYPERLINK(""https://fa-exty-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/115794?utm_source=Simplify&ref=Simplify"",""Apply"")",
51.5,54.5,3,48,Apply Soon,3,Brex,"Software Engineer, Internship - 2026","São Paulo, São Paulo, Brazil",8,7,4,5,"=HYPERLINK(""https://www.brex.com/careers/8434385002?gh_jid=8434385002"",""Apply"")",
51.5,54.5,3,48,Apply Soon,3,Cadence Design Systems,Intern-Backend Developer,"Santa Fe, NM",8,7,4,5,"=HYPERLINK(""https://cadence.wd1.myworkdayjobs.com/External_Careers/job/SANTA-FE-01/Intern-Backend-Developer_R52938?utm_source=Simplify&ref=Simplify"",""Apply"")",
51.5,54.5,3,54,Apply Soon,3,Clayton,Software Engineer Intern,"Maryville, TN",6,7,4,5,"=HYPERLINK(""https://claytonhomes.wd1.myworkdayjobs.com/ClaytonCareers/job/Maryville-TN/Associate-Professional--Intern_JR127100?utm_source=Simplify&ref=Simplify"",""Apply"")",
51.5,54.5,3,54,Apply Soon,3,Wade Trim,Software Developer Intern,"Detroit, MI",6,7,4,5,"=HYPERLINK(""https://jobs.lever.co/wadetrim/6d95727d-2eb6-4df3-942a-4211be12681b/apply?utm_source=Simplify&ref=Simplify"",""Apply"")",
51.5,54.5,3,48,Apply Soon,3,Citizens Financial Group,Data Engineer Intern – Enterprise Technology & Security,United States,8,7,4,5,"=HYPERLINK(""https://hcgn.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/44430?utm_source=Simplify&ref=Simplify"",""Apply"")",
51.5,54.5,3,54,Apply Soon,3,HNTB,Data & AI Intern - No/Low-Code + GenAI,"Kansas City, MO",6,7,4,5,"=HYPERLINK(""https://hntb.wd5.myworkdayjobs.com/hntb_university_careers/job/Kansas-City-MO/Data---AI-Intern--No-Low-Code---GenAI----Summer-2026_R-28913-2?utm_source=Simplify&ref=Simplify"",""Apply"")",
51.5,54.5,3,48,Apply Soon,3,Dow Chemical Company,Data Engineer Intern,"Urbana, IL",8,7,4,5,"=HYPERLINK(""https://dow.wd1.myworkdayjobs.com/ExternalCareers/job/Kankakee-IL-USA/Data-Engineer-Internship-Summer-2026-at-the-Dow-Delivery-Center-at-UIUC--Champaign--IL-_R2064750?utm_source=Simplify&ref=Simplify"",""Apply"")",
51.5,54.5,3,54,Apply Soon,3,Copeland,Data Analyst Intern,"St. Louis, MO",6,7,4,5,"=HYPERLINK(""https://copeland.wd5.myworkdayjobs.com/copeland_external_careers_page/job/St-Louis-MO-USA/XMLNAME-2026-Data-Analyst-Intern_JR113041?utm_source=Simplify&ref=Simplify"",""Apply"")",
51.5,54.5,3,54,Apply Soon,3,Legrand NA,AI Intern,"Farmington, CT",6,7,4,5,"=HYPERLINK(""https://jobs-legrand.icims.com/jobs/9746/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",
51.5,54.5,3,54,Apply Soon,3,APEX Analytix,Data Science Intern,"Greensboro, NC",6,7,4,5,"=HYPERLINK(""https://ats.rippling.com/apexanalytix-careers/jobs/13266804-b931-4b28-a132-40c09e2c4a42?utm_source=Simplify&ref=Simplify"",""Apply"")",
51.5,54.5,3,48,Apply Soon,3,The Walt Disney Company,WDI Show Control Hardware Intern,"Celebration, FL",8,7,4,5,"=HYPERLINK(""https://disney.wd5.myworkdayjobs.com/disneycareerdc/job/Lake-Buena-Vista-FL-USA/WDI-Show-Control-Hardware-Intern--Orlando--Summer-Fall-2026_10140729-1?utm_source=Simplify&ref=Simplify"",""Apply"")",
51.5,54.5,3,48,Apply Soon,3,Stanley Black & Decker,Embedded Engineering Summer Intern 2026,"Towson, MD",8,7,4,5,"=HYPERLINK(""https://sbdinc.wd1.myworkdayjobs.com/en-US/Stanley_Black_Decker_Career_Site/job/Towson-MD-United-States/Embedded-Engineering-Summer-Intern-2026_REQ-1000045296?utm_source=Simplify&ref=Simplify"",""Apply"")",
51.0,59.0,2,53,Apply Soon,3,ConnectPrep,Data Analyst Internship,"Remote in USA | Boston, MA",6,7,8,2,"=HYPERLINK(""https://apply.workable.com/connectprep/j/B72C426D14/apply?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
50.5,53.0,4,51,Apply Soon,3,Akamai Technologies,Intern Software Engineer,Remote in USA,8,7,4,6,"=HYPERLINK(""https://fa-extu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/2514?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
50.5,53.0,3,47,Apply Soon,3,Cadence Design Systems,Intern-Backend Developer,"Santa Fe, NM",8,7,3,5,"=HYPERLINK(""https://cadence.wd1.myworkdayjobs.com/OpenEye_Careers/job/SANTA-FE-01/Intern-Backend-Developer_R52938-2?utm_source=Simplify&ref=Simplify"",""Apply"")",
50.5,49.0,3,51,Apply Soon,3,Allied Solutions,Sales Data & Analytics Intern,"St Paul, MN",6,5,4,6,"=HYPERLINK(""https://alliedsolutions.wd501.myworkdayjobs.com/Allied_External/job/St-Paul-MN/Sales-Operations-Intern_R-010236?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-21
50.5,47.0,2,38,Low Priority,3,AskBio,Intern-Data Management,"Durham, NC",8,4,3,5,"=HYPERLINK(""https://askbio.wd12.myworkdayjobs.com/AskBio/job/Durham-NC/Intern-Data-Management_R26-47?utm_source=Simplify&ref=Simplify"",""Apply"")",
49.5,55.0,3,49,Apply Soon,3,General Dynamics Mission Systems,Software Engineer Intern,"Scottsdale, AZ | San Antonio, TX",8,7,6,4,"=HYPERLINK(""https://careers-gdms.icims.com/jobs/70825/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-17
49.5,55.0,3,49,Apply Soon,3,Woven,Software Engineer Intern - ML Platform,"Ann Arbor, MI",8,7,6,4,"=HYPERLINK(""https://jobs.lever.co/woven-by-toyota/b6bb0a14-829c-45d6-b64d-7ddaeb1851b3/apply?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-15
49.5,55.0,3,49,Apply Soon,3,SMX,Summer Internship-AI/ML - Broomfield CO,"Broomfield, CO",8,7,6,4,"=HYPERLINK(""https://www.smxtech.com/careers/?gh_jid=7611533003&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
49.5,55.0,3,49,Apply Soon,3,Parsons,Space Ops Software/ML Engineer Intern,"Colorado Springs, CO",8,7,6,4,"=HYPERLINK(""https://parsons.wd5.myworkdayjobs.com/en-US/search/job/US---CO-Colorado-Springs/Space-Ops-Software-ML-Engineer-Intern--Summer-2026-_R177540-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
49.5,55.0,3,49,Apply Soon,3,GE Vernova,GE Vernova Grid Solutions – Hardware Engineering Intern - Critical Infrastructure Communications,"Rochester, NY",8,7,6,4,"=HYPERLINK(""https://gevernova.wd5.myworkdayjobs.com/only_confidential_executive_recruiting/job/Rochester/GE-Vernova-Grid-Solutions---Hardware-Engineering-Intern--Critical-Infrastructure-Communications----Fall-Winter-2026_R5032356-2?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
49.5,51.0,1,41,Low Priority,3,Crum & Forster Insurance,Software Engineer Intern,"Glastonbury, CT",6,5,4,2,"=HYPERLINK(""https://careers-cfins.icims.com/jobs/4748/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
49.5,51.0,1,41,Low Priority,3,Clorox,Data Analytics Intern - Part-time days,"Olathe, KS",6,5,4,2,"=HYPERLINK(""https://clorox.wd1.myworkdayjobs.com/InviteClorox/job/Spring-Hill-KS---USA/Data-Analytics-Intern--Part-time-days-_20760-2?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-10
49.0,50.5,3,45,Apply Soon,3,KBR,Software Engineer Intern,"Sioux Falls, SD",8,6,4,5,"=HYPERLINK(""https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Sioux-Falls-South-Dakota/Software-Engineer-Intern_R2117627?utm_source=Simplify&ref=Simplify"",""Apply"")",
49.0,50.5,3,45,Apply Soon,3,Exiger,Software Engineer Intern,"McLean, VA",8,6,4,5,"=HYPERLINK(""https://www.exiger.com/careers/5751719004?gh_jid=5751719004&utm_source=Simplify&ref=Simplify"",""Apply"")",
49.0,50.5,3,45,Apply Soon,3,Seagate Technology,Test Process & Firmware Engineering Intern - Summer 2026,"Shakopee, MN",8,6,4,5,"=HYPERLINK(""https://seagatecareers.com/job/Shakopee-Test-Process-&-Firmware-Engineering-Intern-Summer-2026-MN/1360709400/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",
49.0,56.0,2,44,Low Priority,3,Perchwell,Software Engineering Intern,NYC,8,7,6,2,"=HYPERLINK(""https://jobs.ashbyhq.com/Perchwell/6641ec1a-ebf5-4554-b5f4-6c998e57f37e/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-10
49.0,56.0,2,44,Low Priority,3,Impinj,SaaS and IoT Software Engineering Intern,"Seattle, WA",8,7,6,2,"=HYPERLINK(""https://job-boards.greenhouse.io/impinjexternal/jobs/4656132005?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
49.0,56.0,2,44,Low Priority,3,Emerson Electric,Software Engineering Intern - Applied AI,"Austin, TX",8,7,6,2,"=HYPERLINK(""https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26001603?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
49.0,56.0,2,44,Low Priority,3,Bio-Techne,Software Engineer Intern,"Austin, TX",8,7,6,2,"=HYPERLINK(""https://biotechne.wd5.myworkdayjobs.com/en-US/Biotechne/job/Austin-TX/Software-Engineering-Intern_JR101487?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
49.0,56.0,2,44,Low Priority,3,Auctor,Software Engineering Intern,NYC,8,7,6,2,"=HYPERLINK(""https://jobs.ashbyhq.com/auctor/9d67c881-3ca7-4616-a059-e94c03e19607/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-05
49.0,56.0,2,44,Low Priority,3,Emerson Electric,Software Engineering Intern,"Austin, TX",8,7,6,2,"=HYPERLINK(""https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26000953?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
49.0,56.0,2,44,Low Priority,3,Apptronik,Perception Software Intern - Humanoid Robotics,"Austin, TX",8,7,6,2,"=HYPERLINK(""https://boards.greenhouse.io/apptronik/jobs/5789359004?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-03
49.0,56.0,2,44,Low Priority,3,Impinj,Machine Learning Operations Intern,"Seattle, WA",8,7,6,2,"=HYPERLINK(""https://job-boards.greenhouse.io/impinjexternal/jobs/4656118005?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
49.0,56.0,2,44,Low Priority,3,OceanX,Data Intern,NYC,8,7,6,2,"=HYPERLINK(""https://job-boards.greenhouse.io/oceanx/jobs/5792625004?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-06
49.0,56.0,2,44,Low Priority,3,XPO,Data Science Intern,"Boston, MA",8,7,6,2,"=HYPERLINK(""https://jobs.xpo.com/job/Boston-Data-Science-Intern-MA-02110/1361291300/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-03
49.0,56.0,2,44,Low Priority,3,Impinj,Firmware Engineering Intern,"Seattle, WA",8,7,6,2,"=HYPERLINK(""https://job-boards.greenhouse.io/impinjexternal/jobs/4656151005?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-07
48.5,53.5,4,52,Apply Soon,1,Dropbox,Data Science Engineer Intern - Summer 2026,Remote in USA,8,7,6,5,"=HYPERLINK(""https://boards.greenhouse.io/embed/job_app?token=7527941&utm_source=Simplify&ref=Simplify"",""Apply"")",
48.5,53.5,4,52,Apply Soon,3,Parsons,Software Engineer Intern - Summer 2026,"Colorado Springs, CO | Remote in USA",8,7,6,5,"=HYPERLINK(""https://parsons.wd5.myworkdayjobs.com/en-US/search/job/US---CO-Colorado-Springs/Software-Engineer-Intern--Summer-2026-_R176939-1?utm_source=Simplify&ref=Simplify"",""Apply"")",
48.5,53.5,4,52,Apply Soon,3,Ithaka,Intern Software Engineer,Remote in USA,8,7,6,5,"=HYPERLINK(""https://www.ithaka.org/job/4645220005?gh_jid=4645220005&utm_source=Simplify&ref=Simplify"",""Apply"")",
47.5,52.0,3,46,Apply Soon,1,Oracle,Data Analyst Intern,"Nashville, TN",8,7,4,4,"=HYPERLINK(""https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_45001/job/326682?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
47.5,52.0,3,52,Apply Soon,3,SMX,Intern-Software Engineer,"Broomfield, CO",6,7,4,4,"=HYPERLINK(""https://www.smxtech.com/careers/?gh_jid=7611490003&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
47.5,52.0,3,46,Apply Soon,3,Parsons,Space Ops Software Engineer Intern,"Colorado Springs, CO",8,7,4,4,"=HYPERLINK(""https://parsons.wd5.myworkdayjobs.com/en-US/search/job/US---CO-Colorado-Springs/Space-Ops-Software-Engineer-Intern--Summer-2026-_R177541-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
47.5,52.0,3,46,Apply Soon,3,Westinghouse Electric Company,Software Development Intern Summer 2026,"Cranberry Twp, PA",8,7,4,4,"=HYPERLINK(""https://careers.westinghousenuclear.com/job/Warrendale-Software-Development-Intern-Summer-2026-OR/1364828400/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
47.5,52.0,3,52,Apply Soon,3,Akima,STEM Summer Internship - Software Engineer,"Huntsville, AL",6,7,4,4,"=HYPERLINK(""https://careers.akima.com/jobs/21524?lang=en-us&icims=1&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-11
47.5,52.0,3,52,Apply Soon,3,KBR,National Security Solutions Generative AI Intern - Nss,"Beavercreek, OH",6,7,4,4,"=HYPERLINK(""https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Beavercreek-Township-Ohio/National-Security-Solutions--NSS----Generative-AI-Intern_R2119182?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
47.5,52.0,3,52,Apply Soon,3,Great American Insurance Company,Enterprise Analytics Intern - Business Data & Analytics,"Cincinnati, OH",6,7,4,4,"=HYPERLINK(""https://gaig.wd1.myworkdayjobs.com/GAIG_External/job/Cincinnati-OH-USA/Enterprise-Analytics-Intern---Business-Data---Analytics_R8567?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
47.5,52.0,3,52,Apply Soon,3,Spring Venture Group,Data Science Intern,"Kansas City, MO",6,7,4,4,"=HYPERLINK(""https://jobs.smartrecruiters.com/SpringVentureGroup1/744000109598525?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-17
47.5,52.0,3,52,Apply Soon,3,Integration Innovation (i3),Technical Intern - AI,"Huntsville, AL",6,7,4,4,"=HYPERLINK(""https://careers-i3-corps.icims.com/jobs/5039/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-16
47.5,52.0,3,52,Apply Soon,3,Amentum,Data Science Intern,"Houston, TX",6,7,4,4,"=HYPERLINK(""https://jacobs.taleo.net/careersection/ex3/jobdetail.ftl?job=ADV000CKE&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
47.5,52.0,3,46,Apply Soon,3,Blue Cross Blue Shield of Michigan,Summer 2026 Intern - Data Analytics - Python,"Detroit, MI",8,7,4,4,"=HYPERLINK(""https://ejko.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/13954?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
47.5,52.0,3,52,Apply Soon,3,CFD Research Corporation,Intern – Machine Learning for Chemistry,"Huntsville, AL",6,7,4,4,"=HYPERLINK(""https://www.cfd-research.com/jobs?gh_jid=4120217009&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-12
47.5,52.0,3,46,Apply Soon,3,GE Vernova,GE Vernova Grid Solutions – Hardware Engineering Intern - Critical Infrastructure Communications,"Rochester, NY",8,7,4,4,"=HYPERLINK(""https://gevernova.wd5.myworkdayjobs.com/vernova_externalsite/job/Rochester/GE-Vernova-Grid-Solutions---Hardware-Engineering-Intern--Critical-Infrastructure-Communications----Fall-Winter-2026_R5032356?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
47.5,52.0,3,46,Apply Soon,3,Bose,Firmware Engineering Intern/Co-op,"Framingham, MA",8,7,4,4,"=HYPERLINK(""https://boseallaboutme.wd503.myworkdayjobs.com/Bose_Careers/job/US-MA---Framingham/Firmware-Engineering-Co-op_R28711?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
47.5,48.0,3,8,,,,,,,,,,,
47.0,43.5,3,40,Low Priority,3,Warner Bros.,Sports Growth Strategy and Data Intern,"Knoxville, TN",8,4,3,6,"=HYPERLINK(""https://warnerbros.wd5.myworkdayjobs.com/global/job/TN-Knoxville-265-Brookview/Sports-Growth-Strategy-and-Data-Internships--Knoxville---Summer-2026_R000103141?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
47.0,43.5,3,46,Apply Soon,3,Paccar,Data Analyst Intern - Quality,"Columbus, MS",6,4,3,6,"=HYPERLINK(""https://jobs.paccar.com/job/Columbus-Data-Analyst-Intern-(Quality)-Summer-2026-MS-39701/1366411733/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-21
47.0,43.5,3,40,Low Priority,3,The Walt Disney Company,WDI Show Control Software Intern - Florida - Summer/Fall 2026,"Celebration, FL",8,4,3,6,"=HYPERLINK(""https://disney.wd5.myworkdayjobs.com/disneycareer/job/Lake-Buena-Vista-FL-USA/WDI-Show-Control-Software-Intern--Florida---Summer-Fall-2026_10143303?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
46.5,50.5,4,54,Apply Soon,3,Assurant,Software Engineering Intern,Remote in USA,6,7,4,5,"=HYPERLINK(""https://assurant.wd1.myworkdayjobs.com/External_Limited_Posting/job/United-States-Virtual/Summer-2026--Software-Engineering-Intern_R-112001?utm_source=Simplify&ref=Simplify"",""Apply"")",
46.5,46.5,3,48,Apply Soon,3,Paccar,Data Engineering Intern Summer 2026,"Columbus, MS",6,5,4,5,"=HYPERLINK(""https://jobs.paccar.com/job/Columbus-Data-Engineering-Intern-Summer-2026-MS-39701/1283547501/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",
46.0,45.5,1,30,Low Priority,3,Alo Yoga,Data Engineer Intern,"San Ramon, CA | Culver City, CA",8,4,3,2,"=HYPERLINK(""https://boards.greenhouse.io/aloyoga/jobs/5789977004?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
46.0,45.5,1,30,Low Priority,3,Alo Yoga,Data Analyst Intern,"Culver City, CA",8,4,3,2,"=HYPERLINK(""https://boards.greenhouse.io/aloyoga/jobs/5789930004?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
46.0,45.5,1,30,Low Priority,3,Bio-Techne,Hardware Engineering Intern,"San Jose, CA",8,4,3,2,"=HYPERLINK(""https://biotechne.wd5.myworkdayjobs.com/en-US/Biotechne/job/San-Jose-CA/Hardware-Engineering-Intern_JR101514?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-04
